ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0007265,Ras protein signal transduction,Oct-90,333/18614,4.73E-06,4.66E-05,2.28E-05,7157/5925/1029/4763/3845/4853/387/4851/4893/3265,10
GO:0048285,organelle fission,Dec-90,497/18614,4.76E-06,4.68E-05,2.29E-05,5925/898/675/387/472/546/1027/4292/10735/324/701/2072,12
GO:0070302,regulation of stress-activated protein kinase signaling cascade,Aug-90,196/18614,4.85E-06,4.76E-05,2.33E-05,4609/6416/9611/3480/1956/8312/4221/3265,8
GO:0090068,positive regulation of cell cycle process,Sep-90,262/18614,4.94E-06,4.83E-05,2.36E-05,595/5925/207/896/4193/3480/1956/387/546,9
GO:0046328,regulation of JNK cascade,Jul-90,139/18614,4.96E-06,4.83E-05,2.36E-05,6416/9611/3480/1956/8312/4221/3265,7
GO:0002762,negative regulation of myeloid leukocyte differentiation,May-90,52/18614,5.13E-06,4.98E-05,2.44E-05,4609/55294/4763/5295/1021,5
GO:0072091,regulation of stem cell proliferation,Jun-90,91/18614,5.17E-06,5.01E-05,2.45E-05,7157/898/6926/4763/4851/677,6
GO:0009746,response to hexose,Aug-90,199/18614,5.43E-06,5.24E-05,2.56E-05,5290/3480/7494/387/4089/1027/6597/4221,8
GO:0009798,axis specification,Jun-90,92/18614,5.51E-06,5.29E-05,2.59E-05,6926/4853/4089/8312/54880/4851,6
GO:0055006,cardiac cell development,Jun-90,92/18614,5.51E-06,5.29E-05,2.59E-05,6416/6926/27086/5156/4089/4851,6
GO:0001933,negative regulation of protein phosphorylation,Oct-90,341/18614,5.83E-06,5.57E-05,2.73E-05,5728/5925/1029/207/1030/4763/1027/324/868/4221,10
GO:0006312,mitotic recombination,Apr-90,25/18614,5.98E-06,5.70E-05,2.79E-05,675/4292/4436/2072,4
GO:0008584,male gonad development,Jul-90,144/18614,6.26E-06,5.95E-05,2.91E-05,595/2625/2099/5156/4089/546/4436,7
GO:0035264,multicellular organism growth,Jul-90,145/18614,6.56E-06,6.19E-05,3.03E-05,7157/5290/4853/79728/472/546/677,7
GO:0046546,development of primary male sexual characteristics,Jul-90,145/18614,6.56E-06,6.19E-05,3.03E-05,595/2625/2099/5156/4089/546/4436,7
GO:0045638,negative regulation of myeloid cell differentiation,Jun-90,95/18614,6.64E-06,6.25E-05,3.06E-05,4609/55294/4763/5295/1021/677,6
GO:0022408,negative regulation of cell-cell adhesion,Aug-90,205/18614,6.75E-06,6.34E-05,3.11E-05,2064/80139/999/207/865/861/4851/868,8
GO:1900087,positive regulation of G1/S transition of mitotic cell cycle,May-90,55/18614,6.79E-06,6.36E-05,3.11E-05,595/207/896/4193/1956,5
GO:0035107,appendage morphogenesis,Jul-90,146/18614,6.86E-06,6.36E-05,3.12E-05,6926/4853/1387/2263/4089/546/4851,7
GO:0035108,limb morphogenesis,Jul-90,146/18614,6.86E-06,6.36E-05,3.12E-05,6926/4853/1387/2263/4089/546/4851,7
GO:0072073,kidney epithelium development,Jul-90,146/18614,6.86E-06,6.36E-05,3.12E-05,4609/2625/4853/2263/4089/4851/171023,7
GO:0001503,ossification,Nov-90,429/18614,6.95E-06,6.43E-05,3.15E-05,207/865/4763/1956/1021/2263/387/4089/54880/4851/4221,11
GO:0060740,prostate gland epithelium morphogenesis,Apr-90,26/18614,7.04E-06,6.47E-05,3.17E-05,2099/3169/2263/4851,4
GO:0031507,heterochromatin formation,Jun-90,96/18614,7.06E-06,6.47E-05,3.17E-05,5290/5925/10664/1788/546/8312,6
GO:0048534,hematopoietic or lymphoid organ development,Jun-90,96/18614,7.06E-06,6.47E-05,3.17E-05,7157/2625/1030/472/171023/673,6
GO:0120161,regulation of cold-induced thermogenesis,Jul-90,147/18614,7.17E-06,6.56E-05,3.21E-05,5925/3480/2778/4851/324/4849/6794,7
GO:0034284,response to monosaccharide,Aug-90,207/18614,7.25E-06,6.61E-05,3.24E-05,5290/3480/7494/387/4089/1027/6597/4221,8
GO:0106106,cold-induced thermogenesis,Jul-90,148/18614,7.50E-06,6.80E-05,3.33E-05,5925/3480/2778/4851/324/4849/6794,7
GO:0002285,lymphocyte activation involved in immune response,Aug-90,208/18614,7.51E-06,6.80E-05,3.33E-05,7157/2625/4853/27086/7494/4292/4221/4436,8
GO:0042113,B cell activation,Sep-90,276/18614,7.53E-06,6.80E-05,3.33E-05,7157/5295/4853/7494/472/4292/677/841/4436,9
GO:0071456,cellular response to hypoxia,Jul-90,149/18614,7.84E-06,7.07E-05,3.46E-05,7157/4609/4193/1788/1027/4851/677,7
GO:0050768,negative regulation of neurogenesis,Jul-90,150/18614,8.19E-06,7.36E-05,3.61E-05,7157/5728/5925/999/1030/4763/4851,7
GO:0045815,transcription initiation-coupled chromatin remodeling,Apr-90,27/18614,8.24E-06,7.38E-05,3.62E-05,7157/5290/57492/8289,4
GO:0048661,positive regulation of smooth muscle cell proliferation,Jun-90,99/18614,8.43E-06,7.52E-05,3.68E-05,5290/207/3480/4763/27086/2263,6
GO:1901992,positive regulation of mitotic cell cycle phase transition,Jun-90,99/18614,8.43E-06,7.52E-05,3.68E-05,595/5925/207/896/4193/1956,6
GO:0072006,nephron development,Jul-90,152/18614,8.93E-06,7.90E-05,3.87E-05,4609/2625/4853/5156/4089/4851/171023,7
GO:0035282,segmentation,Jun-90,100/18614,8.94E-06,7.90E-05,3.87E-05,7157/6926/79728/4089/472/4851,6
GO:0031396,regulation of protein ubiquitination,Aug-90,213/18614,8.94E-06,7.90E-05,3.87E-05,5728/207/55294/672/8312/1027/868/701,8
GO:0043542,endothelial cell migration,Sep-90,283/18614,9.20E-06,8.11E-05,3.97E-05,5290/2260/2625/207/55294/4763/27086/387/4851,9
GO:0006282,regulation of DNA repair,Aug-90,214/18614,9.25E-06,8.13E-05,3.98E-05,57492/8289/1956/672/29072/545/6597/55193,8
GO:0030183,B cell differentiation,Jul-90,153/18614,9.33E-06,8.17E-05,4.00E-05,7157/5295/4853/7494/472/677/4436,7
GO:0051569,regulation of histone H3-K4 methylation,Apr-90,28/18614,9.57E-06,8.32E-05,4.07E-05,2625/672/4089/54880,4
GO:0060512,prostate gland morphogenesis,Apr-90,28/18614,9.57E-06,8.32E-05,4.07E-05,2099/3169/2263/4851,4
GO:2000819,regulation of nucleotide-excision repair,Apr-90,28/18614,9.57E-06,8.32E-05,4.07E-05,57492/8289/6597/55193,4
GO:0002763,positive regulation of myeloid leukocyte differentiation,May-90,59/18614,9.63E-06,8.32E-05,4.07E-05,5925/4853/861/677/841,5
GO:0051438,regulation of ubiquitin-protein transferase activity,May-90,59/18614,9.63E-06,8.32E-05,4.07E-05,5728/55294/8312/1027/701,5
GO:0046620,regulation of organ growth,Jun-90,102/18614,1.00E-05,8.61E-05,4.22E-05,5728/207/27086/861/2263/4851,6
GO:1905477,positive regulation of protein localization to membrane,Jun-90,102/18614,1.00E-05,8.61E-05,4.22E-05,2064/207/5295/1956/208/3265,6
GO:0000723,telomere maintenance,Jul-90,156/18614,1.06E-05,9.05E-05,4.43E-05,4609/898/675/545/472/546/2072,7
GO:0051961,negative regulation of nervous system development,Jul-90,156/18614,1.06E-05,9.05E-05,4.43E-05,7157/5728/5925/999/1030/4763/4851,7
GO:0002764,immune response-regulating signaling pathway,Nov-90,450/18614,1.09E-05,9.27E-05,4.54E-05,5290/2625/4214/6416/2099/1387/27086/868/6794/673/3265,11
GO:0031331,positive regulation of cellular catabolic process,Nov-90,450/18614,1.09E-05,9.27E-05,4.54E-05,5728/207/55294/4193/208/472/8312/4292/677/4849/6794,11
GO:0001678,intracellular glucose homeostasis,Jul-90,157/18614,1.10E-05,9.36E-05,4.59E-05,5290/3480/5295/7494/4089/6597/4221,7
GO:0070828,heterochromatin organization,Jun-90,105/18614,1.18E-05,0.000100113,4.90E-05,5290/5925/10664/1788/546/8312,6
GO:0070374,positive regulation of ERK1 and ERK2 cascade,Aug-90,222/18614,1.21E-05,0.000101928,4.99E-05,55294/1956/4853/5156/2263/4851/673/3265,8
GO:1904036,negative regulation of epithelial cell apoptotic process,May-90,62/18614,1.23E-05,0.000103503,5.07E-05,2625/5925/3480/1027/673,5
GO:0035066,positive regulation of histone acetylation,Apr-90,30/18614,1.27E-05,0.000106752,5.23E-05,2625/23451/672/4089,4
GO:0043970,histone H3-K9 acetylation,Mar-90,10/18614,1.28E-05,0.000106785,5.23E-05,2625/672/4089,3
GO:0060768,regulation of epithelial cell proliferation involved in prostate gland development,Mar-90,10/18614,1.28E-05,0.000106785,5.23E-05,1027/4851/6794,3
GO:0010632,regulation of epithelial cell migration,Sep-90,295/18614,1.28E-05,0.000106785,5.23E-05,5728/2260/2625/207/55294/4763/27086/387/4851,9
GO:0035051,cardiocyte differentiation,Jul-90,161/18614,1.30E-05,0.000107729,5.28E-05,6416/6926/1956/27086/5156/4089/4851,7
GO:1990845,adaptive thermogenesis,Jul-90,161/18614,1.30E-05,0.000107729,5.28E-05,5925/3480/2778/4851/324/4849/6794,7
GO:0014013,regulation of gliogenesis,Jun-90,108/18614,1.39E-05,0.000114901,5.63E-05,7157/5925/1030/4763/3845/4851,6
GO:0006606,protein import into nucleus,Jul-90,163/18614,1.41E-05,0.000116124,5.69E-05,7157/999/207/4763/5295/4851/868,7
GO:0097191,extrinsic apoptotic signaling pathway,Aug-90,227/18614,1.42E-05,0.000116672,5.71E-05,5728/2260/207/4763/5295/672/2065/841,8
GO:0030522,intracellular receptor signaling pathway,Sep-90,299/18614,1.43E-05,0.000117015,5.73E-05,8289/9611/2099/3169/672/27086/387/6597/171023,9
GO:0045814,"negative regulation of gene expression, epigenetic",Jun-90,109/18614,1.47E-05,0.000119874,5.87E-05,5290/5925/10664/1788/546/8312,6
GO:0010717,regulation of epithelial to mesenchymal transition,Jun-90,110/18614,1.54E-05,0.000125975,6.17E-05,5728/80139/2625/3169/4089/4851,6
GO:0048511,rhythmic process,Sep-90,303/18614,1.59E-05,0.000129032,6.32E-05,7157/5728/55294/9611/3480/2099/1387/8239/5156,9
GO:0034504,protein localization to nucleus,Sep-90,304/18614,1.63E-05,0.000131769,6.45E-05,7157/999/207/4193/4763/5295/4851/868/6794,9
GO:0048872,homeostasis of number of cells,Sep-90,304/18614,1.63E-05,0.000131769,6.45E-05,2625/5925/207/4763/3845/1021/4851/677/171023,9
GO:0006298,mismatch repair,Apr-90,32/18614,1.66E-05,0.000133726,6.55E-05,29072/4292/4436/5395,4
GO:0010594,regulation of endothelial cell migration,Aug-90,232/18614,1.66E-05,0.000133782,6.55E-05,2260/2625/207/55294/4763/27086/387/4851,8
GO:0001756,somitogenesis,May-90,66/18614,1.67E-05,0.000134358,6.58E-05,7157/79728/4089/472/4851,5
GO:0014066,regulation of phosphatidylinositol 3-kinase signaling,Jun-90,112/18614,1.71E-05,0.000136979,6.71E-05,5728/2260/3480/1956/5156/2065,6
GO:0051170,import into nucleus,Jul-90,168/18614,1.71E-05,0.000136979,6.71E-05,7157/999/207/4763/5295/4851/868,7
GO:0060742,epithelial cell differentiation involved in prostate gland development,Mar-90,11/18614,1.75E-05,0.000139065,6.81E-05,3169/2263/4851,3
GO:0060767,epithelial cell proliferation involved in prostate gland development,Mar-90,11/18614,1.75E-05,0.000139065,6.81E-05,1027/4851/6794,3
GO:2000672,negative regulation of motor neuron apoptotic process,Mar-90,11/18614,1.75E-05,0.000139065,6.81E-05,6416/2065/387,3
GO:0060348,bone development,Aug-90,235/18614,1.82E-05,0.000144194,7.06E-05,7157/55294/4853/27086/2263/387/2778/171023,8
GO:0007254,JNK cascade,Jul-90,170/18614,1.85E-05,0.000145828,7.14E-05,6416/9611/3480/1956/8312/4221/3265,7
GO:0018105,peptidyl-serine phosphorylation,Sep-90,309/18614,1.85E-05,0.000145828,7.14E-05,5290/5728/207/1956/208/545/472/8312/673,9
GO:0046634,regulation of alpha-beta T cell activation,Jun-90,114/18614,1.89E-05,0.000148705,7.28E-05,2625/865/861/387/868/639,6
GO:1902808,positive regulation of cell cycle G1/S phase transition,May-90,68/18614,1.94E-05,0.000151681,7.43E-05,595/207/896/4193/1956,5
GO:0021761,limbic system development,Jun-90,115/18614,1.99E-05,0.000155514,7.62E-05,5728/6926/3480/4763/1021/2263,6
GO:0060070,canonical Wnt signaling pathway,Sep-90,313/18614,2.05E-05,0.000159824,7.83E-05,5728/80139/2625/1956/2263/8312/4851/324/6794,9
GO:0072009,nephron epithelium development,Jun-90,116/18614,2.09E-05,0.000162562,7.96E-05,4609/2625/4853/4089/4851/171023,6
GO:0007264,small GTPase mediated signal transduction,Nov-90,483/18614,2.10E-05,0.000163004,7.98E-05,7157/5925/1029/4763/3845/4853/387/4851/4893/3265/80243,11
GO:0010661,positive regulation of muscle cell apoptotic process,Apr-90,34/18614,2.12E-05,0.000164076,8.04E-05,7157/6416/1029/4089,4
GO:0006305,DNA alkylation,May-90,70/18614,2.23E-05,0.000171801,8.41E-05,4609/672/10664/1788/546,5
GO:0006306,DNA methylation,May-90,70/18614,2.23E-05,0.000171801,8.41E-05,4609/672/10664/1788/546,5
GO:0002683,negative regulation of immune system process,Nov-90,487/18614,2.27E-05,0.000174157,8.53E-05,4609/2064/207/55294/865/4763/5295/1021/861/472/868,11
GO:0016446,somatic hypermutation of immunoglobulin genes,Mar-90,12/18614,2.33E-05,0.000178077,8.72E-05,4292/4436/5395,3
GO:0071514,genomic imprinting,Mar-90,12/18614,2.33E-05,0.000178077,8.72E-05,5290/10664/8312,3
GO:0043276,anoikis,Apr-90,35/18614,2.39E-05,0.000181458,8.89E-05,5290/207/4851/6794,4
GO:0051443,positive regulation of ubiquitin-protein transferase activity,Apr-90,35/18614,2.39E-05,0.000181458,8.89E-05,5728/55294/8312/1027,4
GO:0019827,stem cell population maintenance,Jul-90,177/18614,2.40E-05,0.000182161,8.92E-05,4609/8289/6926/4851/6597/4849/673,7
GO:0021782,glial cell development,Jun-90,119/18614,2.42E-05,0.00018298,8.96E-05,5728/207/4763/3845/1021/208,6
GO:0001659,temperature homeostasis,Jul-90,179/18614,2.58E-05,0.000194868,9.54E-05,5925/3480/2778/4851/324/4849/6794,7
GO:0031398,positive regulation of protein ubiquitination,Jun-90,121/18614,2.66E-05,0.000199551,9.77E-05,5728/55294/672/8312/1027/868,6
GO:1901989,positive regulation of cell cycle phase transition,Jun-90,121/18614,2.66E-05,0.000199551,9.77E-05,595/5925/207/896/4193/1956,6
GO:0003161,cardiac conduction system development,Apr-90,36/18614,2.67E-05,0.000199551,9.77E-05,6926/4853/4089/4851,4
GO:0030224,monocyte differentiation,Apr-90,36/18614,2.67E-05,0.000199551,9.77E-05,4609/1021/27086/677,4
GO:2000758,positive regulation of peptidyl-lysine acetylation,Apr-90,36/18614,2.67E-05,0.000199551,9.77E-05,2625/23451/672/4089,4
GO:0046637,regulation of alpha-beta T cell differentiation,May-90,73/18614,2.74E-05,0.000203853,9.98E-05,2625/865/861/387/639,5
GO:0098727,maintenance of cell number,Jul-90,181/18614,2.77E-05,0.000205833,0.000100801,4609/8289/6926/4851/6597/4849/673,7
GO:0046660,female sex differentiation,Jun-90,122/18614,2.78E-05,0.000206248,0.000101004,6926/675/2099/5156/4089/472,6
GO:0001649,osteoblast differentiation,Aug-90,250/18614,2.84E-05,0.000209978,0.00010283,207/865/4763/1021/2263/4089/4851/4221,8
GO:0048736,appendage development,Jul-90,182/18614,2.87E-05,0.00021125,0.000103453,6926/4853/1387/2263/4089/546/4851,7
GO:0060173,limb development,Jul-90,182/18614,2.87E-05,0.00021125,0.000103453,6926/4853/1387/2263/4089/546/4851,7
GO:0018209,peptidyl-serine modification,Sep-90,327/18614,2.89E-05,0.000212324,0.000103979,5290/5728/207/1956/208/545/472/8312/673,9
GO:0048638,regulation of developmental growth,Sep-90,328/18614,2.96E-05,0.00021678,0.000106161,5290/5728/999/207/27086/861/2263/1027/4851,9
GO:0043409,negative regulation of MAPK cascade,Jul-90,183/18614,2.97E-05,0.00021678,0.000106161,4609/5728/9611/3480/4763/4089/4221,7
GO:0003230,cardiac atrium development,Apr-90,37/18614,2.99E-05,0.00021678,0.000106161,4193/3480/4853/4851,4
GO:0014037,Schwann cell differentiation,Apr-90,37/18614,2.99E-05,0.00021678,0.000106161,207/4763/208/2065,4
GO:0043516,"regulation of DNA damage response, signal transduction by p53 class mediator",Apr-90,37/18614,2.99E-05,0.00021678,0.000106161,7157/4193/545/472,4
GO:0002566,somatic diversification of immune receptors via somatic mutation,Mar-90,13/18614,3.02E-05,0.000218049,0.000106783,4292/4436/5395,3
GO:0071236,cellular response to antibiotic,Mar-90,13/18614,3.02E-05,0.000218049,0.000106783,7157/4193/1027,3
GO:0070192,chromosome organization involved in meiotic cell cycle,May-90,75/18614,3.12E-05,0.000225056,0.000110214,898/472/546/4292/701,5
GO:0001952,regulation of cell-matrix adhesion,Jun-90,125/18614,3.19E-05,0.000229592,0.000112436,5728/1029/4763/5295/1021/387,6
GO:0032386,regulation of intracellular transport,Sep-90,332/18614,3.26E-05,0.00023364,0.000114418,2064/999/55294/4763/5295/208/29072/6794/3265,9
GO:1903320,regulation of protein modification by small protein conjugation or removal,Aug-90,255/18614,3.27E-05,0.000234131,0.000114659,5728/207/55294/672/8312/1027/868/701,8
GO:0030324,lung development,Jul-90,186/18614,3.30E-05,0.000235129,0.000115148,55294/3845/3169/5156/2263/4851/171023,7
GO:0051896,regulation of protein kinase B signaling,Jul-90,186/18614,3.30E-05,0.000235129,0.000115148,5290/5728/2260/2625/3480/1956/6794,7
GO:0003180,aortic valve morphogenesis,Apr-90,38/18614,3.33E-05,0.000236509,0.000115823,2625/5925/387/4851,4
GO:0032200,telomere organization,Jul-90,187/18614,3.41E-05,0.000242232,0.000118626,4609/898/675/545/472/546/2072,7
GO:0003002,regionalization,Oct-90,422/18614,3.66E-05,0.000259259,0.000126964,7157/6926/3169/4853/2263/79728/4089/472/8312/4851,10
GO:0043010,camera-type eye development,Sep-90,338/18614,3.74E-05,0.000264437,0.0001295,2625/4763/1956/4853/5156/1027/4851/6597/639,9
GO:0030323,respiratory tube development,Jul-90,190/18614,3.78E-05,0.000266327,0.000130426,55294/3845/3169/5156/2263/4851/171023,7
GO:0070141,response to UV-A,Mar-90,14/18614,3.83E-05,0.000269172,0.000131819,595/207/1956,3
GO:0045739,positive regulation of DNA repair,Jun-90,130/18614,3.98E-05,0.000279331,0.000136794,57492/8289/1956/672/6597/55193,6
GO:0001953,negative regulation of cell-matrix adhesion,Apr-90,40/18614,4.09E-05,0.000285535,0.000139832,5728/1029/4763/5295,4
GO:0071392,cellular response to estradiol stimulus,Apr-90,40/18614,4.09E-05,0.000285535,0.000139832,80139/3480/1956/2099,4
GO:0002244,hematopoietic progenitor cell differentiation,Jun-90,132/18614,4.34E-05,0.00030231,0.000148047,7157/2625/1021/5156/4851/673,6
GO:0051154,negative regulation of striated muscle cell differentiation,Apr-90,41/18614,4.51E-05,0.000313852,0.0001537,27086/7494/4089/4851,4
GO:2000779,regulation of double-strand break repair,Jun-90,133/18614,4.53E-05,0.00031399,0.000153767,57492/8289/29072/545/6597/55193,6
GO:0048565,digestive tract development,Jun-90,134/18614,4.72E-05,0.000326727,0.000160005,5925/1956/5156/2263/4851/639,6
GO:0032388,positive regulation of intracellular transport,Jul-90,197/18614,4.76E-05,0.000327998,0.000160627,2064/999/55294/5295/208/6794/3265,7
GO:0060766,negative regulation of androgen receptor signaling pathway,Mar-90,15/18614,4.77E-05,0.000327998,0.000160627,9611/27086/6597,3
GO:2000671,regulation of motor neuron apoptotic process,Mar-90,15/18614,4.77E-05,0.000327998,0.000160627,6416/2065/387,3
GO:0062197,cellular response to chemical stress,Sep-90,349/18614,4.80E-05,0.000329444,0.000161335,7157/5290/207/55294/1956/27086/5156/472/677,9
GO:0043467,regulation of generation of precursor metabolites and energy,Jun-90,135/18614,4.92E-05,0.000336921,0.000164997,7157/5290/207/9611/208/387,6
GO:0007517,muscle organ development,Sep-90,351/18614,5.02E-05,0.000342833,0.000167892,5925/4763/3845/7494/2065/2263/387/4089/4851,9
GO:0000070,mitotic sister chromatid segregation,Jul-90,199/18614,5.07E-05,0.000345805,0.000169348,5925/387/472/546/10735/324/701,7
GO:0006275,regulation of DNA replication,Jun-90,136/18614,5.13E-05,0.0003481,0.000170471,7157/6416/675/1956/545/546,6
GO:0071333,cellular response to glucose stimulus,Jun-90,136/18614,5.13E-05,0.0003481,0.000170471,5290/3480/7494/4089/6597/4221,6
GO:0031929,TOR signaling,Jun-90,137/18614,5.34E-05,0.000361865,0.000177213,5290/2625/207/8239/472/6794,6
GO:0050851,antigen receptor-mediated signaling pathway,Jul-90,201/18614,5.40E-05,0.000365247,0.000178869,5290/2625/27086/868/6794/673/3265,7
GO:0003176,aortic valve development,Apr-90,43/18614,5.46E-05,0.000365983,0.000179229,2625/5925/387/4851,4
GO:0045663,positive regulation of myoblast differentiation,Apr-90,43/18614,5.46E-05,0.000365983,0.000179229,57492/8289/6597/55193,4
GO:0060412,ventricular septum morphogenesis,Apr-90,43/18614,5.46E-05,0.000365983,0.000179229,6926/2263/4089/4851,4
GO:0071364,cellular response to epidermal growth factor stimulus,Apr-90,43/18614,5.46E-05,0.000365983,0.000179229,2064/207/1956/677,4
GO:0071331,cellular response to hexose stimulus,Jun-90,138/18614,5.56E-05,0.000372077,0.000182214,5290/3480/7494/4089/6597/4221,6
GO:0010660,regulation of muscle cell apoptotic process,May-90,85/18614,5.71E-05,0.000380583,0.000186379,7157/6416/1029/3480/4089,5
GO:0055013,cardiac muscle cell development,May-90,85/18614,5.71E-05,0.000380583,0.000186379,6416/6926/27086/5156/4089,5
GO:1903322,positive regulation of protein modification by small protein conjugation or removal,Jun-90,139/18614,5.79E-05,0.000384924,0.000188505,5728/55294/672/8312/1027/868,6
GO:0003188,heart valve formation,Mar-90,16/18614,5.85E-05,0.000387941,0.000189983,387/4089/4851,3
GO:0031589,cell-substrate adhesion,Sep-90,359/18614,5.97E-05,0.000395061,0.000193469,5728/1029/4763/5295/1021/387/4851/4221/673,9
GO:0010828,positive regulation of glucose transmembrane transport,Apr-90,44/18614,5.98E-05,0.000395061,0.000193469,207/5295/208/673,4
GO:0006260,DNA replication,Aug-90,278/18614,6.02E-05,0.000395061,0.000193469,7157/6416/898/675/1956/672/545/546,8
GO:0050852,T cell receptor signaling pathway,Jun-90,140/18614,6.03E-05,0.000395061,0.000193469,5290/2625/868/6794/673/3265,6
GO:0071326,cellular response to monosaccharide stimulus,Jun-90,140/18614,6.03E-05,0.000395061,0.000193469,5290/3480/7494/4089/6597/4221,6
GO:0008625,extrinsic apoptotic signaling pathway via death domain receptors,May-90,86/18614,6.04E-05,0.000395061,0.000193469,5728/4763/5295/672/841,5
GO:0061053,somite development,May-90,86/18614,6.04E-05,0.000395061,0.000193469,7157/79728/4089/472/4851,5
GO:0031056,regulation of histone modification,Jun-90,141/18614,6.27E-05,0.000409072,0.000200331,7157/2625/23451/672/4089/54880,6
GO:0072594,establishment of protein localization to organelle,Oct-90,453/18614,6.64E-05,0.000432009,0.000211563,7157/999/207/55294/675/4763/5295/8239/4851/868,10
GO:0031058,positive regulation of histone modification,May-90,88/18614,6.75E-05,0.000438325,0.000214657,7157/2625/23451/672/4089,5
GO:0033135,regulation of peptidyl-serine phosphorylation,Jun-90,143/18614,6.78E-05,0.00043968,0.00021532,5290/5728/207/1956/8312/673,6
GO:0045732,positive regulation of protein catabolic process,Jul-90,209/18614,6.91E-05,0.000447112,0.00021896,207/55294/4193/8312/1027/324/868,7
GO:0051321,meiotic cell cycle,Aug-90,284/18614,6.99E-05,0.000451355,0.000221038,898/675/472/546/4292/10735/701/2072,8
GO:0006349,regulation of gene expression by genomic imprinting,Mar-90,17/18614,7.08E-05,0.000455113,0.000222878,672/10664/1788,3
GO:1900034,regulation of cellular response to heat,Mar-90,17/18614,7.08E-05,0.000455113,0.000222878,1387/545/472,3
GO:0071229,cellular response to acid chemical,May-90,89/18614,7.12E-05,0.000456377,0.000223497,5290/1956/1788/7494/5156,5
GO:0006356,regulation of transcription by RNA polymerase I,Apr-90,46/18614,7.14E-05,0.000456377,0.000223497,2064/23451/1387/6597,4
GO:0031297,replication fork processing,Apr-90,46/18614,7.14E-05,0.000456377,0.000223497,675/672/545/546,4
GO:0060541,respiratory system development,Jul-90,211/18614,7.34E-05,0.000467349,0.00022887,55294/3845/3169/5156/2263/4851/171023,7
GO:0140014,mitotic nuclear division,Aug-90,286/18614,7.34E-05,0.000467349,0.00022887,5925/387/472/546/1027/10735/324/701,8
GO:0010657,muscle cell apoptotic process,May-90,90/18614,7.51E-05,0.00047724,0.000233714,7157/6416/1029/3480/4089,5
GO:0045598,regulation of fat cell differentiation,Jun-90,146/18614,7.61E-05,0.000481531,0.000235815,2625/207/7494/8312/677/171023,6
GO:0055123,digestive system development,Jun-90,146/18614,7.61E-05,0.000481531,0.000235815,5925/1956/5156/2263/4851/639,6
GO:0046677,response to antibiotic,Apr-90,47/18614,7.78E-05,0.000488121,0.000239042,7157/4193/1027/841,4
GO:0060711,labyrinthine layer development,Apr-90,47/18614,7.78E-05,0.000488121,0.000239042,207/2263/677/841,4
GO:0070849,response to epidermal growth factor,Apr-90,47/18614,7.78E-05,0.000488121,0.000239042,2064/207/1956/677,4
GO:1901985,positive regulation of protein acetylation,Apr-90,47/18614,7.78E-05,0.000488121,0.000239042,2625/23451/672/4089,4
GO:0001942,hair follicle development,May-90,91/18614,7.92E-05,0.000496102,0.000242951,4763/1956/2263/4089/4851,5
GO:1903046,meiotic cell cycle process,Jul-90,215/18614,8.25E-05,0.000516077,0.000252733,898/675/472/546/4292/701/2072,7
GO:0001656,metanephros development,May-90,92/18614,8.34E-05,0.000518521,0.00025393,4609/2625/4763/5156/4089,5
GO:0009791,post-embryonic development,May-90,92/18614,8.34E-05,0.000518521,0.00025393,2625/2263/472/546/639,5
GO:0055017,cardiac muscle tissue growth,May-90,92/18614,8.34E-05,0.000518521,0.00025393,6416/27086/861/2263/4851,5
GO:0035850,epithelial cell differentiation involved in kidney development,Apr-90,48/18614,8.45E-05,0.000518913,0.000254122,2625/4853/4851/171023,4
GO:0048538,thymus development,Apr-90,48/18614,8.45E-05,0.000518913,0.000254122,2625/472/171023/673,4
GO:0036035,osteoclast development,Mar-90,18/18614,8.46E-05,0.000518913,0.000254122,55294/4853/27086,3
GO:0038128,ERBB2 signaling pathway,Mar-90,18/18614,8.46E-05,0.000518913,0.000254122,2064/1956/2065,3
GO:0043217,myelin maintenance,Mar-90,18/18614,8.46E-05,0.000518913,0.000254122,5728/207/208,3
GO:0060644,mammary gland epithelial cell differentiation,Mar-90,18/18614,8.46E-05,0.000518913,0.000254122,80139/207/208,3
GO:2000136,regulation of cell proliferation involved in heart morphogenesis,Mar-90,18/18614,8.46E-05,0.000518913,0.000254122,6926/4089/4851,3
GO:1903829,positive regulation of protein localization,Oct-90,468/18614,8.69E-05,0.000531957,0.00026051,2064/999/207/55294/5295/1956/208/324/6794/3265,10
GO:0050886,endocrine process,May-90,93/18614,8.78E-05,0.00053539,0.000262191,2625/6926/3845/387/4089,5
GO:2001251,negative regulation of chromosome organization,May-90,93/18614,8.78E-05,0.00053539,0.000262191,472/546/324/701/2072,5
GO:0022404,molting cycle process,May-90,94/18614,9.24E-05,0.000561166,0.000274814,4763/1956/2263/4089/4851,5
GO:0022405,hair cycle process,May-90,94/18614,9.24E-05,0.000561166,0.000274814,4763/1956/2263/4089/4851,5
GO:0002366,leukocyte activation involved in immune response,Aug-90,296/18614,9.32E-05,0.000565172,0.000276776,7157/2625/4853/27086/7494/4292/4221/4436,8
GO:0043535,regulation of blood vessel endothelial cell migration,Jun-90,152/18614,9.51E-05,0.000575172,0.000281673,2260/207/55294/4763/387/4851,6
